,location,total_sqft,bath,price,bhk
2183,Electronic City,1221.0,2.0,68.0,2
2185,Electronic City,1500.0,3.0,73.0,3
2186,Electronic City,995.0,2.0,48.0,2
2187,Electronic City,1342.0,2.0,90.0,2
2189,Electronic City,1128.0,2.0,63.5,2
2190,Electronic City,589.0,1.0,29.0,1
2193,Electronic City,1575.0,3.0,94.5,3
2194,Electronic City,1070.0,2.0,48.0,2
2195,Electronic City,1025.0,2.0,54.0,2
2196,Electronic City,1500.0,2.0,70.0,3
2197,Electronic City,1500.0,2.0,64.5,3
2199,Electronic City,2093.0,4.0,134.0,4
2201,Electronic City,1355.0,2.0,73.0,2
2202,Electronic City,1360.0,2.0,64.99,3
2203,Electronic City,1060.0,2.0,52.0,2
2204,Electronic City Phase II,1056.0,2.0,39.07,2
2205,Electronic City Phase II,1020.0,2.0,30.6,2
2206,Electronic City Phase II,1069.0,2.0,45.0,2
2207,Electronic City Phase II,630.0,1.0,28.35,1
2209,Electronic City Phase II,1000.0,2.0,25.0,2
2210,Electronic City Phase II,1090.0,2.0,28.34,2
2211,Electronic City Phase II,2225.0,4.0,98.88,4
2213,Electronic City Phase II,775.0,2.0,38.0,2
2214,Electronic City Phase II,1266.0,2.0,59.0,2
2215,Electronic City Phase II,1000.0,2.0,28.88,2
2218,Electronic City Phase II,972.0,2.0,44.0,2
2220,Electronic City Phase II,1031.0,2.0,55.0,2
2221,Electronic City Phase II,1003.0,2.0,40.6,2
2222,Electronic City Phase II,1031.0,2.0,56.35,2
2224,Electronic City Phase II,1395.0,2.0,62.78,3
2225,Electronic City Phase II,1160.0,2.0,33.5,2
2226,Electronic City Phase II,1065.0,2.0,30.75,2
2227,Electronic City Phase II,1219.0,2.0,61.25,2
2229,Electronic City Phase II,1000.0,2.0,28.88,2
2230,Electronic City Phase II,1790.0,3.0,100.0,3
2231,Electronic City Phase II,769.0,2.0,40.0,2
2233,Electronic City Phase II,900.0,2.0,32.5,2
2236,Electronic City Phase II,993.0,2.0,50.0,3
2237,Electronic City Phase II,1418.0,3.0,52.47,3
2238,Electronic City Phase II,1070.0,2.0,45.0,2
2241,Electronic City Phase II,1140.0,2.0,33.06,2
2242,Electronic City Phase II,1089.0,2.0,32.67,2
2243,Electronic City Phase II,1031.0,2.0,55.0,2
2244,Electronic City Phase II,1253.0,2.0,65.8,2
2246,Electronic City Phase II,1160.0,2.0,33.5,2
2247,Electronic City Phase II,975.0,2.0,45.0,3
2248,Electronic City Phase II,6000.0,4.0,260.0,4
2249,Electronic City Phase II,1116.0,2.0,37.0,2
2250,Electronic City Phase II,1125.0,2.0,29.25,2
2251,Electronic City Phase II,1000.0,2.0,28.88,2
2252,Electronic City Phase II,1000.0,2.0,28.88,2
2253,Electronic City Phase II,1000.0,2.0,28.88,2
2254,Electronic City Phase II,1165.0,2.0,30.29,2
2255,Electronic City Phase II,1031.0,2.0,53.0,2
2257,Electronic City Phase II,1065.0,2.0,30.88,2
2259,Electronic City Phase II,1549.0,3.0,80.0,3
2260,Electronic City Phase II,1065.0,2.0,56.13,2
2262,Electronic City Phase II,920.0,2.0,26.0,2
2263,Electronic City Phase II,1140.0,2.0,33.84,2
2264,Electronic City Phase II,1219.0,2.0,61.26,2
2265,Electronic City Phase II,1252.0,2.0,65.0,3
2266,Electronic City Phase II,1125.0,2.0,32.49,2
2268,Electronic City Phase II,1286.0,2.0,69.0,2
2270,Electronic City Phase II,1140.0,2.0,32.92,2
2271,Electronic City Phase II,1116.0,2.0,40.0,2
2272,Electronic City Phase II,1150.0,3.0,46.0,3
2273,Electronic City Phase II,1192.0,2.0,47.0,3
2275,Electronic City Phase II,1020.0,2.0,32.0,2
2276,Electronic City Phase II,1900.0,3.0,97.0,4
2277,Electronic City Phase II,1020.0,2.0,27.43,2
2278,Electronic City Phase II,1025.0,2.0,26.65,2
2279,Electronic City Phase II,1020.0,2.0,29.45,2
2280,Electronic City Phase II,1000.0,2.0,28.88,2
2282,Electronic City Phase II,1140.0,2.0,28.5,2
2283,Electronic City Phase II,1125.0,2.0,32.49,2
2284,Electronic City Phase II,1200.0,2.0,34.65,2
2285,Electronic City Phase II,1160.0,2.0,52.2,2
2286,Electronic City Phase II,1244.0,2.0,55.0,2
2287,Electronic City Phase II,1160.0,2.0,33.51,2
2290,Electronic City Phase II,972.0,2.0,40.0,2
2291,Electronic City Phase II,1160.0,2.0,33.51,2
2293,Electronic City Phase II,1090.0,2.0,31.48,2
2294,Electronic City Phase II,1140.0,2.0,32.92,2
2295,Electronic City Phase II,650.0,1.0,35.0,1
2296,Electronic City Phase II,1155.0,2.0,57.0,2
2297,Electronic City Phase II,1800.0,3.0,92.0,3
2298,Electronic City Phase II,1300.0,2.0,28.0,2
2299,Electronic City Phase II,1160.0,2.0,33.5,2
2300,Electronic City Phase II,1025.0,2.0,29.6,2
2301,Electronic City Phase II,829.0,2.0,22.8,2
2302,Electronic City Phase II,2187.5,4.0,105.0,4
2303,Electronic City Phase II,1252.0,2.0,67.0,2
2305,Electronic City Phase II,1125.0,2.0,32.63,2
2306,Electronic City Phase II,1140.0,2.0,34.0,2
2309,Electronic City Phase II,1252.0,2.0,65.0,3
2310,Electronic City Phase II,1135.0,2.0,46.0,2
2311,Electronic City Phase II,1305.0,3.0,65.0,3
2312,Electronic City Phase II,1165.0,2.0,33.64,2
2314,Electronic City Phase II,1336.0,2.0,50.35,3
2315,Electronic City Phase II,575.0,1.0,16.75,1
2316,Electronic City Phase II,925.0,2.0,49.82,3
2317,Electronic City Phase II,1065.0,2.0,30.76,2
2318,Electronic City Phase II,1065.0,2.0,30.75,2
2319,Electronic City Phase II,1140.0,2.0,33.06,2
2320,Electronic City Phase II,911.0,2.0,26.5,2
2321,Electronic City Phase II,1200.0,2.0,34.65,2
2322,Electronic City Phase II,1031.0,2.0,54.48,2
2326,Electronics City Phase 1,1475.0,3.0,78.29,3
2327,Electronics City Phase 1,1490.0,3.0,78.8,3
2328,Electronics City Phase 1,1113.27,2.0,53.0,2
2329,Electronics City Phase 1,1490.0,3.0,84.0,3
2336,Electronics City Phase 1,1015.0,2.0,56.0,2
2338,Electronics City Phase 1,1515.0,2.0,80.91,3
2339,Electronics City Phase 1,995.0,2.0,46.0,2
2340,Electronics City Phase 1,1555.0,2.0,82.0,3
2341,Electronics City Phase 1,1340.0,2.0,75.0,2
2342,Electronics City Phase 1,1124.0,2.0,55.0,3
2343,Electronics City Phase 1,1175.0,2.0,57.0,2
2344,Electronics City Phase 1,755.0,1.0,42.41,1
2345,Electronics City Phase 1,580.0,1.0,27.0,1
2346,Electronics City Phase 1,940.0,2.0,49.0,2
2347,Electronics City Phase 1,1335.0,2.0,67.0,2
2348,Electronics City Phase 1,1113.12,2.0,55.0,2
2350,Electronics City Phase 1,1350.0,3.0,71.0,3
2352,Electronics City Phase 1,995.0,2.0,49.8,2
2353,Electronics City Phase 1,635.0,1.0,26.0,1
2354,Electronics City Phase 1,1190.0,2.0,68.0,2
2356,Electronics City Phase 1,1450.0,3.0,72.54,3
2357,Electronics City Phase 1,360.0,1.0,16.9,1
2358,Electronics City Phase 1,638.0,1.0,32.0,1
2359,Electronics City Phase 1,1175.0,2.0,64.98,2
2360,Electronics City Phase 1,585.0,1.0,21.0,1
2361,Electronics City Phase 1,1200.0,2.0,59.76,2
2362,Electronics City Phase 1,1145.0,2.0,54.0,2
2363,Electronics City Phase 1,1125.0,2.0,65.0,2
2364,Electronics City Phase 1,1550.0,2.0,82.0,3
2366,Electronics City Phase 1,865.0,2.0,40.0,2
2370,Electronics City Phase 1,1800.0,3.0,93.0,3
2371,Electronics City Phase 1,1314.0,2.0,60.0,2
2372,Electronics City Phase 1,1170.0,2.0,62.0,2
2373,Electronics City Phase 1,1450.0,3.0,79.0,3
2374,Electronics City Phase 1,940.0,2.0,48.0,2
2375,Electronics City Phase 1,940.0,2.0,44.0,2
2376,Electronics City Phase 1,1300.0,2.0,67.0,2
2377,Electronics City Phase 1,1028.0,2.0,51.0,2
2379,Electronics City Phase 1,1205.0,2.0,60.0,2
2381,Electronics City Phase 1,1305.0,2.0,67.0,2
2382,Electronics City Phase 1,755.0,1.0,30.12,1
2383,Electronics City Phase 1,1175.0,2.0,60.0,2
2384,Frazer Town,1700.0,3.0,180.0,3
2385,Frazer Town,1305.0,3.0,95.45,3
2386,Frazer Town,1870.0,3.0,185.0,3
2387,Frazer Town,1750.0,3.0,150.0,3
2389,Frazer Town,2000.0,3.0,200.0,3
2390,Frazer Town,3500.0,4.0,330.0,3
2391,Frazer Town,2350.0,4.0,285.0,3
2392,Frazer Town,1550.0,2.0,140.0,2
2393,Frazer Town,1900.0,4.0,145.0,3
2394,Frazer Town,2560.0,3.0,265.0,3
2395,Frazer Town,2400.0,3.0,260.0,3
2396,Frazer Town,2560.0,3.0,288.0,3
2397,Frazer Town,3436.0,5.0,341.0,4
2399,Frazer Town,1315.0,2.0,140.0,2
2400,Frazer Town,1706.0,3.0,154.0,3
2401,Frazer Town,2079.0,3.0,220.0,3
2402,Frazer Town,3435.0,2.0,341.0,4
2403,Frazer Town,3436.0,5.0,345.0,4
2404,Frazer Town,3100.0,3.0,400.0,3
2405,Frazer Town,5400.0,3.0,400.0,3
2406,Frazer Town,1180.0,2.0,105.0,2
2407,Frazer Town,2900.0,4.0,325.0,4
2408,Frazer Town,1870.0,3.0,180.0,3
2409,Frazer Town,896.0,1.0,100.0,1
2410,Frazer Town,1420.0,2.0,120.0,2
2411,GM Palaya,1820.0,2.0,86.0,3
2412,GM Palaya,1225.0,2.0,47.0,2
2413,GM Palaya,1140.0,2.0,48.95,2
2414,GM Palaya,1315.0,2.0,65.0,3
2415,GM Palaya,1315.0,3.0,65.0,3
2416,GM Palaya,1315.0,3.0,64.0,3
2417,GM Palaya,1735.0,3.0,70.0,3
2418,GM Palaya,1643.0,2.0,70.0,3
2419,Ganga Nagar,600.0,1.0,38.0,1
2420,Ganga Nagar,845.0,2.0,55.0,2
2421,Ganga Nagar,1112.0,2.0,68.0,2
2422,Ganga Nagar,998.0,2.0,65.0,2
2423,Ganga Nagar,1250.0,2.0,65.0,2
2424,Garudachar Palya,1325.0,2.0,60.8,3
2425,Garudachar Palya,1060.0,2.0,48.7,2
2426,Garudachar Palya,1150.0,2.0,52.75,2
2427,Garudachar Palya,1295.0,2.0,59.5,3
2428,Garudachar Palya,1320.0,2.0,60.6,3
2429,Garudachar Palya,1295.0,2.0,59.5,3
2430,Garudachar Palya,1150.0,2.0,52.8,2
2431,Garudachar Palya,1150.0,2.0,52.8,2
2432,Garudachar Palya,1060.0,2.0,48.5,2
2433,Garudachar Palya,1150.0,2.0,52.5,2
2434,Garudachar Palya,1325.0,2.0,60.8,3
2435,Garudachar Palya,1060.0,2.0,48.66,2
2436,Garudachar Palya,1150.0,2.0,52.0,2
2437,Garudachar Palya,1154.0,2.0,51.8,2
2439,Giri Nagar,2400.0,4.0,400.0,4
2440,Giri Nagar,1800.0,3.0,252.0,3
2441,Giri Nagar,1350.0,3.0,240.0,3
2442,Giri Nagar,2400.0,4.0,400.0,4
2443,Giri Nagar,3000.0,4.0,375.0,6
2444,Giri Nagar,2400.0,6.0,400.0,6
2445,Giri Nagar,4000.0,3.0,750.0,4
2446,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2447,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2448,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2449,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2450,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2451,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2452,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2453,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2454,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2455,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2456,Gottigere,1100.0,2.0,40.0,2
2457,Gottigere,967.0,2.0,45.0,2
2458,Gottigere,1618.0,3.0,82.5,3
2459,Gottigere,1222.0,2.0,63.0,2
2461,Gottigere,1300.0,3.0,65.0,3
2462,Gottigere,950.0,2.0,38.0,2
2463,Gottigere,1153.0,2.0,48.5,2
2464,Gottigere,812.0,1.0,26.0,1
2466,Gottigere,1460.0,2.0,65.0,3
2467,Gottigere,1500.0,3.0,70.0,3
2468,Gottigere,1621.0,3.0,72.0,3
2469,Gottigere,812.0,1.0,26.0,1
2470,Gottigere,990.0,2.0,40.0,2
2471,Gottigere,1235.0,2.0,63.0,2
2472,Gottigere,1385.0,3.0,64.0,3
2473,Gottigere,1000.0,2.0,35.0,2
2474,Gottigere,1010.0,2.0,35.0,2
2477,Gottigere,1435.0,2.0,62.0,3
2478,Gottigere,945.0,2.0,45.0,2
2480,Gottigere,2500.0,3.0,120.0,4
2481,Gottigere,1230.0,2.0,52.0,3
2482,Gottigere,1120.0,2.0,50.0,2
2483,Gottigere,1500.0,3.0,63.0,3
2484,Gottigere,1200.0,2.0,40.0,2
2485,Gottigere,1280.0,2.0,61.0,2
2486,Gottigere,1205.0,2.0,56.58,2
2487,Gottigere,1170.0,2.0,40.0,2
2488,Gottigere,3000.0,3.0,132.0,4
2489,Gottigere,1613.0,3.0,72.0,3
2490,Gottigere,1110.0,2.0,36.25,2
2491,Gottigere,1245.0,2.0,59.0,2
2492,Gottigere,1200.0,2.0,50.0,2
2493,Green Glen Layout,1670.0,3.0,120.0,3
2494,Green Glen Layout,3250.0,4.0,230.0,4
2495,Green Glen Layout,1776.42,3.0,105.0,3
2496,Green Glen Layout,3250.0,4.0,230.0,4
2497,Green Glen Layout,940.0,2.0,56.8,2
2498,Green Glen Layout,1075.0,2.0,60.0,2
2499,Green Glen Layout,1715.0,3.0,115.0,3
2500,Green Glen Layout,1751.0,2.0,115.0,3
2501,Green Glen Layout,1750.0,3.0,130.0,3
2502,Green Glen Layout,1530.0,3.0,105.0,3
2503,Green Glen Layout,1752.0,3.0,105.0,3
2504,Green Glen Layout,1680.0,4.0,95.0,3
2505,Green Glen Layout,1728.0,3.0,125.0,3
2506,Green Glen Layout,1645.0,3.0,110.0,3
2507,Green Glen Layout,1517.0,3.0,100.0,3
2508,Green Glen Layout,3150.0,4.0,218.0,4
2510,Green Glen Layout,1750.0,3.0,120.0,3
2511,Green Glen Layout,1751.0,3.0,115.0,3
2512,Green Glen Layout,1750.0,3.0,105.0,3
2513,Green Glen Layout,1885.0,3.0,135.0,3
2514,Green Glen Layout,1715.0,3.0,120.0,3
2515,Green Glen Layout,1623.29,2.0,105.0,3
2516,Green Glen Layout,1715.0,3.0,115.0,3
2517,Green Glen Layout,1715.0,3.0,105.0,3
2518,Green Glen Layout,1600.0,3.0,105.0,3
2519,Green Glen Layout,1717.0,3.0,125.0,3
2520,Green Glen Layout,1250.0,2.0,75.0,2
2521,Green Glen Layout,1715.0,3.0,112.0,3
2522,Gubbalala,1470.0,2.0,82.0,3
2523,Gubbalala,1745.0,3.0,104.0,3
2524,Gubbalala,1745.0,3.0,115.0,3
2525,Gubbalala,1745.0,3.0,110.0,3
2526,Gubbalala,1650.0,3.0,71.0,3
2527,Gubbalala,2570.0,4.0,141.0,5
2528,Gubbalala,1205.0,2.0,70.0,2
2529,Gubbalala,1435.0,2.0,80.0,3
2530,Gubbalala,1475.0,2.0,80.0,2
2532,Gubbalala,1100.0,2.0,49.5,2
2533,Gubbalala,1060.0,2.0,46.0,2
2534,Gubbalala,2000.0,3.0,125.0,3
2536,Gunjur,1140.0,2.0,43.0,2
2537,Gunjur,1356.0,2.0,66.0,3
2538,Gunjur,1600.0,3.0,75.0,3
2539,Gunjur,2000.0,3.0,95.0,4
2540,Gunjur,1140.0,2.0,49.11,2
2541,Gunjur,1195.0,2.0,44.0,2
2542,Gunjur,1190.0,2.0,40.0,2
2543,Gunjur,1457.0,2.0,60.0,2
2544,Gunjur,1080.0,2.0,41.0,2
2547,Gunjur,1175.0,2.0,43.48,2
2548,Gunjur,1362.0,3.0,62.63,3
2549,Gunjur,1071.0,2.0,51.0,2
2550,Gunjur,1063.0,2.0,40.0,2
2551,Gunjur,1235.0,2.0,52.76,2
2552,Gunjur,1362.0,3.0,62.63,3
2553,Gunjur,1362.0,3.0,62.63,3
2554,Gunjur,1588.0,2.0,90.0,3
2555,Gunjur,1235.0,2.0,44.5,2
2556,Gunjur,1457.0,2.0,60.0,2
2557,Gunjur Palya,1050.0,2.0,43.0,2
2558,Gunjur Palya,1033.0,2.0,32.0,3
2559,Gunjur Palya,1400.0,3.0,45.0,3
2560,Gunjur Palya,993.0,2.0,42.0,2
2561,Gunjur Palya,1235.0,2.0,52.76,2
2562,HAL 2nd Stage,1490.0,2.0,300.0,3
2563,HAL 2nd Stage,600.0,3.0,145.0,2
2564,HAL 2nd Stage,2700.0,3.0,500.0,3
2565,HAL 2nd Stage,2040.0,4.0,500.0,5
2566,HBR Layout,2800.0,2.0,200.0,3
2567,HBR Layout,1722.0,3.0,95.0,3
2568,HBR Layout,1200.0,4.0,120.0,4
2569,HBR Layout,1200.0,2.0,60.0,2
2570,HBR Layout,1004.0,2.0,49.0,2
2571,HBR Layout,1783.0,3.0,125.0,3
2572,HBR Layout,1656.0,3.0,90.0,3
2573,HBR Layout,1089.0,2.0,60.0,2
2574,HBR Layout,1700.0,3.0,110.0,3
2575,HBR Layout,1198.0,2.0,65.0,2
2576,HBR Layout,1200.0,4.0,115.0,4
2577,HBR Layout,1200.0,2.0,120.0,2
2578,HBR Layout,1832.0,3.0,160.0,3
2579,HRBR Layout,1374.0,2.0,95.0,2
2580,HRBR Layout,1440.0,2.0,98.0,2
2582,HRBR Layout,2800.0,3.0,250.0,3
2583,HRBR Layout,1210.0,2.0,75.0,2
2584,HRBR Layout,1265.0,2.0,78.0,2
2585,HRBR Layout,1170.0,2.0,75.0,2
2587,HRBR Layout,1900.0,3.0,90.0,4
2588,HRBR Layout,1625.0,3.0,120.0,3
2589,HRBR Layout,1301.0,2.0,120.0,2
2590,HRBR Layout,1145.0,2.0,68.5,2
2591,HRBR Layout,1300.0,2.0,90.0,2
2593,HSR Layout,1372.0,2.0,68.0,2
2595,HSR Layout,1475.0,3.0,75.0,3
2596,HSR Layout,1467.0,2.0,55.0,2
2597,HSR Layout,1140.0,2.0,46.0,2
2598,HSR Layout,1372.0,2.0,61.0,2
2599,HSR Layout,1750.0,3.0,95.0,3
2601,HSR Layout,1027.0,2.0,44.0,2
2602,HSR Layout,1650.0,3.0,110.0,3
2603,HSR Layout,1140.0,2.0,46.0,2
2604,HSR Layout,1372.0,2.0,61.0,2
2605,HSR Layout,1140.0,2.0,46.0,2
2606,HSR Layout,1185.0,2.0,60.0,2
2607,HSR Layout,1127.0,2.0,68.0,2
2608,HSR Layout,1600.0,2.0,115.0,3
2609,HSR Layout,1145.0,2.0,48.0,2
2610,HSR Layout,1009.0,2.0,56.0,2
2611,HSR Layout,1300.0,2.0,98.0,2
2613,HSR Layout,1140.0,2.0,46.0,2
2614,HSR Layout,1126.0,2.0,69.0,2
2616,HSR Layout,1140.0,2.0,46.0,2
2617,HSR Layout,1145.0,2.0,46.0,2
2618,HSR Layout,1142.0,2.0,65.0,2
2619,HSR Layout,1145.0,2.0,46.0,2
2620,HSR Layout,1844.0,3.0,95.0,3
2621,HSR Layout,1203.0,2.0,72.0,2
2622,HSR Layout,1140.0,2.0,46.0,2
2623,HSR Layout,4200.0,5.0,245.0,5
2624,HSR Layout,1140.0,2.0,46.0,2
2625,HSR Layout,1145.0,2.0,46.0,2
2626,HSR Layout,1009.0,2.0,56.0,2
2627,HSR Layout,1145.0,2.0,46.0,2
2628,HSR Layout,1100.0,2.0,44.0,2
2629,HSR Layout,1203.0,2.0,60.0,2
2630,HSR Layout,1120.0,2.0,70.0,2
2631,HSR Layout,1140.0,2.0,46.0,2
2632,HSR Layout,1289.0,2.0,70.0,2
2633,HSR Layout,1844.0,3.0,89.0,3
2634,HSR Layout,1203.0,2.0,60.0,2
2635,HSR Layout,1140.0,2.0,46.0,2
2636,Haralur Road,1240.0,2.0,70.0,2
2637,Haralur Road,1027.0,2.0,44.0,2
2639,Haralur Road,2650.0,4.0,198.0,4
2641,Haralur Road,1194.0,2.0,47.0,2
2642,Haralur Road,1202.0,2.0,53.0,2
2643,Haralur Road,1056.0,2.0,61.0,2
2645,Haralur Road,1810.0,3.0,100.0,3
2646,Haralur Road,1194.0,2.0,46.0,2
2648,Haralur Road,1225.0,2.0,67.38,2
2649,Haralur Road,1243.0,2.0,46.0,2
2650,Haralur Road,1027.0,2.0,44.0,2
2651,Haralur Road,1920.0,3.0,115.0,3
2652,Haralur Road,1875.0,3.0,110.0,3
2653,Haralur Road,1194.0,2.0,47.0,2
2654,Haralur Road,1140.0,2.0,43.0,2
2655,Haralur Road,1027.0,2.0,44.0,2
2656,Haralur Road,1194.0,2.0,46.0,2
2657,Haralur Road,2017.0,3.0,125.0,3
2658,Haralur Road,1140.0,2.0,43.0,2
2659,Haralur Road,1875.0,3.0,110.0,3
2660,Haralur Road,1092.0,2.0,44.0,2
2661,Haralur Road,2475.0,4.0,130.0,3
2662,Haralur Road,1300.0,2.0,73.0,2
2663,Haralur Road,1194.0,2.0,47.0,2
2664,Haralur Road,1243.0,2.0,46.0,2
2665,Haralur Road,1850.0,3.0,110.0,3
2666,Haralur Road,1225.0,2.0,67.38,2
2667,Haralur Road,1243.0,2.0,46.0,2
2668,Haralur Road,3400.0,5.0,240.0,4
2669,Haralur Road,1464.0,2.0,56.0,2
2670,Haralur Road,1230.0,2.0,78.0,2
2671,Haralur Road,1000.0,2.0,44.0,2
2672,Haralur Road,1300.0,2.0,79.0,2
2673,Haralur Road,1444.0,2.0,80.0,3
2674,Haralur Road,1088.0,2.0,68.0,2
2675,Haralur Road,1027.0,2.0,44.0,2
2677,Haralur Road,1225.0,2.0,70.0,2
2679,Haralur Road,1194.0,2.0,46.0,2
2680,Haralur Road,1830.0,3.0,101.0,3
2681,Haralur Road,1810.0,3.0,126.0,3
2682,Haralur Road,1464.0,2.0,56.0,2
2683,Haralur Road,1520.0,2.0,96.0,3
2684,Haralur Road,1300.0,2.0,75.0,2
2685,Haralur Road,2017.0,2.0,125.0,3
2686,Haralur Road,1243.0,2.0,46.0,2
2687,Haralur Road,1027.0,2.0,44.0,2
2688,Haralur Road,2805.0,5.0,160.0,4
2689,Haralur Road,1243.0,2.0,46.0,2
2690,Haralur Road,1027.0,2.0,44.0,2
2691,Haralur Road,2017.0,3.0,105.0,3
2692,Haralur Road,1243.0,2.0,46.0,2
2693,Haralur Road,1243.0,2.0,46.0,2
2694,Haralur Road,1520.0,2.0,90.0,3
2695,Haralur Road,1300.0,2.0,60.0,2
2696,Haralur Road,1985.0,3.0,130.0,3
2697,Haralur Road,1255.0,2.0,90.0,3
2698,Haralur Road,1056.0,2.0,60.0,2
2699,Haralur Road,1140.0,2.0,42.0,2
2700,Haralur Road,1245.0,2.0,62.0,2
2701,Haralur Road,1140.0,2.0,58.0,2
2702,Haralur Road,1140.0,2.0,42.0,2
2703,Haralur Road,1027.0,2.0,43.0,2
2704,Haralur Road,1194.0,2.0,47.0,2
2705,Haralur Road,1194.0,2.0,47.0,2
2706,Haralur Road,1560.0,3.0,90.0,3
2707,Haralur Road,1520.0,2.0,85.0,3
2708,Haralur Road,1243.0,2.0,45.0,2
2709,Haralur Road,1027.0,2.0,44.0,2
2710,Haralur Road,1194.0,2.0,46.0,2
2711,Haralur Road,1650.0,3.0,100.0,3
2712,Haralur Road,1580.0,3.0,73.0,3
2713,Haralur Road,1243.0,2.0,46.0,2
2714,Haralur Road,1194.0,2.0,47.0,2
2716,Haralur Road,1520.0,2.0,96.0,3
2717,Haralur Road,1510.0,3.0,83.05,3
2718,Haralur Road,1056.0,2.0,65.0,2
2719,Haralur Road,1810.0,3.0,100.0,3
2720,Haralur Road,1243.0,2.0,46.0,2
2721,Haralur Road,575.0,1.0,38.0,1
2722,Haralur Road,1194.0,2.0,46.0,2
2723,Haralur Road,1243.0,2.0,46.0,2
2724,Haralur Road,1194.0,2.0,46.0,2
2725,Haralur Road,1140.0,2.0,43.0,2
2726,Haralur Road,1850.0,3.0,120.0,3
2727,Haralur Road,1194.0,2.0,47.0,2
2728,Haralur Road,1194.0,2.0,47.0,2
2730,Haralur Road,1243.0,2.0,46.0,2
2731,Haralur Road,1710.0,3.0,85.0,3
2732,Haralur Road,1730.0,3.0,95.0,3
2733,Haralur Road,1243.0,2.0,46.0,2
2734,Haralur Road,1243.0,2.0,46.0,2
2735,Haralur Road,1243.0,2.0,46.0,2
2736,Haralur Road,1817.0,3.0,110.0,3
2737,Haralur Road,1225.0,2.0,77.0,2
2738,Haralur Road,1285.0,2.0,78.0,2
2739,Haralur Road,1225.0,2.0,67.48,2
2740,Haralur Road,1225.0,2.0,69.84,2
2741,Haralur Road,1200.0,2.0,46.0,2
2742,Haralur Road,1315.0,2.0,85.0,2
2743,Haralur Road,1976.0,3.0,92.0,3
2744,Haralur Road,1300.0,2.0,75.0,2
2745,Haralur Road,1309.0,2.0,82.0,2
2746,Haralur Road,1027.0,1.0,44.0,2
2747,Haralur Road,1243.0,2.0,46.0,2
2748,Haralur Road,1243.0,2.0,46.0,2
2749,Haralur Road,1140.0,2.0,43.0,2
2750,Haralur Road,1300.0,2.0,75.0,2
2751,Haralur Road,1243.0,2.0,46.0,2
2752,Haralur Road,1890.0,3.0,84.0,3
2753,Haralur Road,1230.0,2.0,67.65,2
2754,Haralur Road,1194.0,2.0,46.0,2
2755,Haralur Road,1092.0,2.0,44.0,2
2757,Haralur Road,1255.0,3.0,90.0,3
2758,Haralur Road,1735.0,3.0,97.0,3
2759,Haralur Road,1810.0,3.0,97.83,3
2760,Haralur Road,1200.0,2.0,46.0,2
2761,Haralur Road,1243.0,2.0,46.0,2
2762,Haralur Road,1810.0,3.0,112.0,3
2763,Harlur,1508.0,2.0,77.0,2
2764,Harlur,1752.12,3.0,135.0,3
2767,Harlur,1709.0,3.0,150.0,3
2768,Harlur,1174.0,2.0,69.0,2
2769,Harlur,1033.0,2.0,49.0,2
2770,Harlur,1197.0,2.0,84.0,2
2771,Harlur,1757.0,3.0,132.0,3
2772,Harlur,1174.0,2.0,76.0,2
2773,Harlur,1754.0,3.0,125.0,3
2774,Harlur,1290.0,2.0,85.0,2
2775,Harlur,1752.12,3.0,116.0,3
2776,Harlur,1754.0,3.0,135.0,3
2777,Harlur,1754.0,3.0,124.0,3
2778,Harlur,1152.0,2.0,69.0,2
2779,Harlur,1290.0,2.0,87.0,2
2780,Harlur,1749.0,3.0,115.0,3
2781,Harlur,3385.0,4.0,260.0,4
2783,Harlur,1758.0,3.0,133.0,3
2785,Harlur,1197.0,2.0,79.0,2
2786,Harlur,1174.0,2.0,78.0,2
2789,Harlur,1200.0,2.0,52.0,2
2790,Harlur,1197.0,2.0,79.0,2
2791,Harlur,1749.0,3.0,112.0,3
2792,Harlur,1174.0,2.0,75.0,2
2793,Harlur,1750.0,3.0,136.0,3
2794,Harlur,1620.0,3.0,110.0,3
2797,Harlur,1762.0,3.0,133.0,3
2798,Harlur,1756.0,3.0,131.0,3
2799,Harlur,1755.0,3.0,130.0,3
2800,Harlur,1864.0,3.0,140.0,3
2801,Harlur,1331.0,2.0,88.0,2
2802,Harlur,1752.12,3.0,133.0,3
2803,Harlur,1133.0,2.0,55.0,2
2804,Harlur,1756.0,3.0,128.0,3
2805,Harlur,1749.0,3.0,120.0,3
2806,Harlur,1197.0,2.0,82.0,2
2807,Harlur,1303.0,2.0,90.0,2
2808,Harlur,1754.0,3.0,132.0,3
2809,Harlur,1174.0,2.0,75.0,2
2810,Harlur,1756.0,3.0,134.0,3
2811,Harlur,1197.0,2.0,78.0,2
2812,Harlur,1290.0,2.0,89.9,2
